;Identificador do acidente;Identificador do condutor;Estado;Identificador do veículo;Tipo de veículo;Marca do veículo;Envolvido;Estado físico do condutor;Idade;Gênero
57943;599646;1337139;SP;1071181;Motocicleta;HONDA/XRE 300 ABS;Condutor;Lesões Graves;25;Masculino
57948;599650;1337160;SP;1071198;Automóvel;CHEVROLET/CELTA 1.0L LT;Condutor;Não Informado;41;Não Informado
57957;599657;1339676;SP;1071987;Caminhão-trator;Não Informado;Condutor;Não Informado;41;Não Informado
57972;599661;1337188;SP;1071230;Motocicleta;HONDA/CB 500F;Condutor;Lesões Leves;22;Masculino
58001;599674;1337218;SP;1071250;Automóvel;VW/GOL 1.6;Condutor;Não Informado;41;Não Informado
58004;599676;1337211;SP;1071248;Caminhão;VW/24.260 CRM 6X2;Condutor;Ileso;25;Masculino
58005;599676;1337213;SP;1071249;Motocicleta;HONDA/CB250F TWISTER CBS;Condutor;Lesões Leves;22;Masculino
58008;599678;1337178;SP;1071222;Automóvel;RENAULT/KWID INTENS 10MT;Condutor;Ileso;77;Masculino
58009;599678;1337179;SP;1071223;Motocicleta;YAMAHA/FACTOR YBR125 K;Condutor;Lesões Leves;50;Masculino
58019;599687;1337297;SP;1071295;Automóvel;I/CITROEN C4L A 2L TEND;Condutor;Ileso;44;Masculino
58023;599687;1337295;SP;1071294;Automóvel;GM/MONZA SL;Condutor;Óbito;63;Masculino
58180;599743;1337386;SP;1071366;Automóvel;RENAULT/SANDERO EXPR 10;Condutor;Ileso;33;Masculino
58181;599743;1337387;SP;1071367;Utilitário;I/MMC ASX 2.0;Condutor;Ileso;35;Masculino
58182;599743;1337383;SP;1071358;Camioneta;I/TOYOTA RAV4 20L 4X4;Condutor;Ileso;51;Masculino
58183;599743;1337384;SP;1071363;Camioneta;FORD/ECOSPORT XLT;Condutor;Lesões Graves;24;Feminino
58193;599748;1337337;SP;1071326;Caminhão-trator;SCANIA/R 420 A6X2;Condutor;Lesões Leves;31;Masculino
58215;599760;1337521;SP;1071465;Automóvel;NISSAN/LIVINA XGEAR 16;Condutor;Ileso;38;Masculino
58220;599760;1337557;SP;1071496;Automóvel;HYUNDAI/HB20S 1.6A COMF;Condutor;Ileso;35;Masculino
58242;599771;1337403;SP;1071378;Motocicleta;YAMAHA/MT03 ABS;Condutor;Lesões Graves;40;Feminino
58394;599834;1337795;SP;1071668;Automóvel;VW/GOL 1000I;Condutor;Ileso;29;Masculino
58395;599834;1337799;SP;1071672;Automóvel;FORD/KA FLEX;Condutor;Ileso;49;Masculino
58438;599855;1337645;SP;1071556;Automóvel;FIAT/UNO ELECTRONIC;Condutor;Ileso;58;Masculino
58441;599855;1337648;SP;1071559;Utilitário;I/LR DEF110D SE XD 7L;Condutor;Ileso;54;Masculino
58460;599863;1337642;SP;1071557;Automóvel;I/FIAT CRONOS 1.0;Condutor;Ileso;33;Masculino
58526;599890;1338415;SP;1072149;Automóvel;VW/NOVO GOL 1.0;Condutor;Ileso;30;Feminino
58527;599890;1338418;SP;1072152;Automóvel;FORD/FIESTA EDGE;Condutor;Lesões Leves;37;Masculino
58573;599912;1337773;SP;1071651;Utilitário;CHERY/TIGGO 2 1.5 LOOK;Condutor;Não Informado;41;Não Informado
58604;599929;1337860;SP;1071720;Ônibus;M.BENZ/MPOLO SENIOR ON;Condutor;Lesões Leves;44;Masculino
58670;599965;1337943;SP;1071789;Automóvel;NISSAN/VERSA 16SL CVT;Condutor;Ileso;25;Feminino
58671;599965;1337944;SP;1071792;Motoneta;HONDA/PCX 150;Condutor;Lesões Graves;34;Masculino
58750;599998;1339370;SP;1072897;Motocicleta;YAMAHA/YBR150 FACTOR ED;Condutor;Lesões Leves;35;Feminino
58844;600039;1338066;SP;1071888;Automóvel;TOYOTA/COROLLA XEI 20;Condutor;Ileso;36;Masculino
58846;600039;1338072;SP;1071889;Automóvel;I/HYUNDAI I30 2.0;Condutor;Ileso;47;Masculino
58867;600047;1338079;SP;1071896;Motocicleta;HONDA/CB300F TWISTER CBS;Condutor;Lesões Leves;22;Masculino
58869;600047;1338069;SP;1071892;Caminhonete;FIAT/TORO VOLC T270 AT6;Condutor;Ileso;58;Masculino
58902;600061;1338243;SP;1072010;Caminhão-trator;I/IVECO STRALIS 490S46T;Condutor;Ileso;32;Masculino
58938;600075;1338282;SP;1072040;Caminhonete;GM/CHEVROLET D10;Condutor;Ileso;49;Masculino
58939;600075;1338293;SP;1072047;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Graves;48;Masculino
58946;600080;1338121;SP;1071922;Motocicleta;YAMAHA/FAZER YS250 LE;Condutor;Lesões Leves;34;Masculino
59048;600112;1338217;SP;1071992;Caminhão;M.BENZ/L 1620;Condutor;Lesões Leves;29;Masculino
59049;600114;1338222;SP;1071995;Caminhão-trator;SCANIA/R 440 A6X2;Condutor;Ileso;43;Masculino
59050;600114;1338330;SP;1072078;Caminhão;M.BENZ/ATEGO 2430;Condutor;Lesões Leves;31;Masculino
59051;600114;1338331;SP;1072076;Caminhão-trator;SCANIA/G 380 A6X2;Condutor;Ileso;41;Masculino
59052;600114;1338332;SP;1072079;Caminhão-trator;SCANIA/R114LA6X2NA 380;Condutor;Ileso;34;Masculino
59069;600120;1338280;SP;1072046;Motocicleta;HONDA/CG 125 FAN ES;Condutor;Lesões Graves;47;Masculino
59104;600136;1338354;SP;1072100;Caminhão;VW/11.180  DRC 4X4;Condutor;Lesões Leves;31;Masculino
59157;600167;1338593;SP;1072272;Motocicleta;HONDA/CG150 TITAN MIX ES;Condutor;Lesões Leves;32;Masculino
59178;600181;1338518;SP;1072213;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;21;Masculino
59179;600181;1338514;SP;1072212;Automóvel;RENAULT/MEGANESD DYN 16;Condutor;Ileso;28;Masculino
59198;600197;1339846;SP;1073255;Ônibus;M.BENZ/INDUSCAR APACHE U;Condutor;Ileso;32;Masculino
59199;600197;1342974;SP;1075758;Motoneta;HONDA/PCX 150;Condutor;Lesões Leves;32;Feminino
59223;600209;1338462;SP;1072176;Automóvel;VW/FOX 1.0 GII;Condutor;Ileso;41;Masculino
59224;600209;1338449;SP;1072174;Motocicleta;YAMAHA/YBR150 FACTOR ED;Condutor;Lesões Leves;41;Masculino
59235;600215;1338448;SP;1072175;Automóvel;VW/FOX 1.0 GII;Condutor;Não Informado;41;Não Informado
59236;600215;1338447;SP;1072172;Motocicleta;YAMAHA/YBR150 FACTOR ED;Condutor;Lesões Leves;55;Masculino
59311;600249;1338553;SP;1072242;Motoneta;JTZ/LINDY 125;Condutor;Lesões Leves;31;Feminino
59388;600278;1338652;SP;1072324;Automóvel;CHEVROLET/ONIX 10MT JOYE;Condutor;Lesões Leves;63;Feminino
59389;600279;1338922;SP;1072541;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;21;Masculino
59390;600279;1340716;SP;1073919;Caminhonete;IVECO/DAILY35S14 CS;Condutor;Ileso;49;Masculino
59392;600281;1338677;SP;1072343;Caminhonete;FIAT/FIORINO ENDURANCE;Condutor;Ileso;32;Masculino
59393;600281;1343018;SP;1072344;Motocicleta;HONDA/CG150 FAN ESDI;Condutor;Lesões Leves;23;Masculino
59395;600281;1343025;SP;1072345;Automóvel;HONDA/FIT LX CVT;Condutor;Ileso;38;Feminino
59409;600291;1338650;SP;1072325;Caminhão-trator;IVECO/STRALIS 600S44T;Condutor;Lesões Leves;50;Masculino
59452;600308;1338826;SP;1072460;Caminhão-trator;SCANIA/T124 GA4X2NZ 420;Condutor;Ileso;65;Masculino
59453;600308;1338828;SP;1072462;Motocicleta;YAMAHA/YS150 FAZER PRO;Condutor;Lesões Leves;24;Masculino
59457;600310;1338747;SP;1072395;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;42;Masculino
59474;600319;1338750;SP;1072399;Automóvel;HYUNDAI/HB20 10M LIMITED;Condutor;Lesões Leves;28;Masculino
59475;600319;1338751;SP;1072400;Automóvel;FIAT/FASTBACK IMPETUS;Condutor;Lesões Leves;50;Masculino
59587;600378;1338891;SP;1072513;Caminhão-trator;VOLVO/FH 540 6X4T;Condutor;Lesões Leves;51;Masculino
59642;600392;1338919;SP;1072539;Caminhonete;VW/EXPRESS DRC 4X2;Condutor;Lesões Leves;42;Masculino
59647;600395;1338932;SP;1072554;Motocicleta;TVS/SPORT 110I;Condutor;Lesões Leves;29;Masculino
59690;600415;1338981;SP;1072595;Motocicleta;YAMAHA/XTZ 125XE;Condutor;Lesões Leves;30;Feminino
59691;600415;1340618;SP;1073830;Motocicleta;HONDA/CG 125 FAN;Condutor;Ileso;26;Masculino
59704;600424;1338985;SP;1072598;Automóvel;GM/CORSA WIND;Condutor;Lesões Leves;25;Masculino
59725;600436;1339030;SP;1072637;Automóvel;FIAT/PALIO WEEK ELX FLEX;Condutor;Óbito;37;Masculino
59808;600468;1339123;SP;1072707;Caminhonete;FIAT/DUCATO CARGO;Condutor;Ileso;58;Masculino
59813;600471;1339324;SP;1072866;Automóvel;FIAT/UNO MILLE ECONOMY;Condutor;Ileso;42;Masculino
59814;600471;1339325;SP;1072868;Motocicleta;YAMAHA/XTZ250 LANDER;Condutor;Lesões Leves;32;Masculino
59821;600477;1339189;SP;1072761;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;45;Masculino
59827;600480;1339150;SP;1072731;Caminhão;M.BENZ/L 1620;Condutor;Ileso;60;Masculino
59828;600480;1339143;SP;1072729;Automóvel;VW/PARATI S;Condutor;Ileso;59;Masculino
59858;600492;1339197;SP;1072767;Caminhão-trator;SCANIA/R 440 A6X2;Condutor;Lesões Graves;44;Masculino
59869;600498;1339261;SP;1072821;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Graves;29;Masculino
59870;600498;1339263;SP;1072824;Caminhonete;CHEVROLET/MONTANA LS2;Condutor;Ileso;41;Masculino
59871;600498;1339264;SP;1072826;Caminhão;M.BENZ/ATEGO 2426 CE;Condutor;Ileso;62;Masculino
59927;600529;1339285;SP;1072838;Motocicleta;HONDA/CG150 TITAN MIX KS;Condutor;Lesões Leves;50;Masculino
59929;600529;1339284;SP;1072835;Camioneta;I/HYUNDAI IX35 2.0;Condutor;Ileso;43;Masculino
59936;600531;1339452;SP;1072969;Automóvel;NISSAN/VERSA 16SV CVT;Condutor;Ileso;60;Masculino
59937;600531;1339454;SP;1072971;Motocicleta;YAMAHA/FACTOR YBR125 K;Condutor;Lesões Leves;27;Masculino
59938;600532;1339246;SP;1072813;Automóvel;VW/VOYAGE CL MA;Condutor;Ileso;64;Masculino
59949;600536;1339249;SP;1072816;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;21;Masculino
60002;600559;1339340;SP;1072875;Caminhão-trator;M.BENZ/AXOR 2035 S;Condutor;Lesões Leves;61;Masculino
60005;600561;1339457;SP;1072973;Automóvel;GM/CORSA HATCH MAXX;Condutor;Ileso;31;Feminino
60006;600561;1339463;SP;1072976;Caminhão-trator;M.BENZ/ACTROS 2045S;Condutor;Ileso;60;Masculino
60040;600575;1339420;SP;1072937;Automóvel;HYUNDAI/HB20X 1.6M STYLE;Condutor;Ileso;60;Masculino
60041;600575;1339417;SP;1072934;Caminhão;M.BENZ/ATEGO 2429;Condutor;Ileso;38;Masculino
60042;600575;1339418;SP;1072935;Caminhonete;I/M.BENZ 314CDISTREET F;Condutor;Ileso;46;Masculino
60043;600575;1339419;SP;1072936;Automóvel;GM/MONZA GL;Condutor;Ileso;40;Masculino
60044;600575;1339423;SP;1072941;Caminhonete;VW/EXPRESS DRC 4X2;Condutor;Lesões Graves;54;Masculino
60045;600575;1339422;SP;1072938;Automóvel;I/VW JETTA CL AF;Condutor;Ileso;40;Masculino
60050;600578;1339426;SP;1072943;Automóvel;CHEVROLET/COBALT 1.8 LTZ;Condutor;Ileso;42;Feminino
60051;600578;1339427;SP;1072944;Caminhão-trator;VW/28.460 METEOR 6X2;Condutor;Ileso;23;Masculino
60114;600610;1339726;SP;1073171;Motocicleta;HONDA/CB500;Condutor;Lesões Leves;54;Masculino
60150;600627;1339682;SP;1073123;Caminhonete;FIAT/STRADA FREEDOM 13CS;Condutor;Lesões Graves;48;Masculino
60151;600627;1339681;SP;1073122;Caminhão-trator;SCANIA/R 480 A6X4;Condutor;Ileso;57;Feminino
60170;600633;1339852;SP;1073259;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;22;Masculino
60185;600641;1339832;SP;1073152;Caminhão-trator;VOLVO/VM 310 4X2T;Condutor;Ileso;41;Masculino
60186;600641;1339710;SP;1073149;Motocicleta;YAMAHA/FAZER YS250;Condutor;Lesões Graves;34;Masculino
60313;600691;1339958;SP;1073340;Caminhonete;HYUNDAI/HR HDB;Condutor;Lesões Leves;28;Masculino
60324;600698;1339767;SP;1073201;Caminhão-trator;M.BENZ/ACTROS 2548S;Condutor;Lesões Leves;30;Masculino
60337;600705;1339884;SP;1073292;Motocicleta;HONDA/CG 160 CARGO;Condutor;Lesões Leves;41;Masculino
60452;600761;1341757;SP;1074774;Automóvel;HONDA/CIVIC LXS FLEX;Condutor;Ileso;38;Masculino
60453;600761;1341758;SP;1074773;Automóvel;GM/PRISMA JOY;Condutor;Ileso;38;Masculino
60455;600761;1342610;SP;1074874;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
60539;600800;1340004;SP;1073380;Caminhão;SCANIA/P360 B8X2;Condutor;Lesões Leves;26;Masculino
60557;600806;1341931;SP;1074833;Automóvel;GM/VECTRA HATCH 4P GT;Condutor;Ileso;29;Feminino
60558;600806;1341930;SP;1074832;Caminhão-trator;VOLVO/FM 370 4X2T;Condutor;Ileso;42;Masculino
60559;600806;1341833;SP;1074831;Automóvel;I/RENAULT FLUENCE PRI20A;Condutor;Ileso;55;Masculino
60564;600808;1340036;SP;1073406;Automóvel;CHEVROLET/CELTA 1.0L LT;Condutor;Ileso;21;Masculino
60565;600808;1340039;SP;1073407;Caminhonete;FIAT/FIORINO FLEX;Condutor;Ileso;45;Masculino
60578;600816;1340067;SP;1073430;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Leves;47;Masculino
60581;600818;1340099;SP;1073455;Motocicleta;YAMAHA/XTZ250 LANDER;Condutor;Lesões Leves;51;Masculino
60589;600822;1340064;SP;1073429;Automóvel;CITROEN/C3 GLX 14 FLEX;Condutor;Não Informado;41;Não Informado
60642;600843;1340175;SP;1073504;Caminhão;I/JAC IEV1200T;Condutor;Ileso;31;Masculino
60643;600843;1340176;SP;1073505;Motocicleta;YAMAHA/YBR 125ED;Condutor;Lesões Leves;26;Masculino
60668;600850;1340133;SP;1073471;Motoneta;HONDA/BIZ 125 EX;Condutor;Lesões Leves;36;Masculino
60771;600893;1340311;SP;1073607;Automóvel;I/GM CLASSIC LIFE;Condutor;Ileso;53;Masculino
60772;600893;1340417;SP;1073608;Motocicleta;HONDA/XRE 190 SE;Condutor;Lesões Leves;49;Masculino
60797;600904;1340301;SP;1073587;Caminhonete;FIAT/TORO ENDURANCE AT;Condutor;Ileso;64;Feminino
60798;600904;1340302;SP;1073588;Caminhão;VW/9.150 E DELIVERY;Condutor;Ileso;63;Masculino
60803;600906;1340306;SP;1073602;Caminhão;FORD/CARGO 2628 E;Condutor;Lesões Leves;37;Masculino
60804;600907;1340287;SP;1073578;Automóvel;VW/PARATI CL 1.6 MI;Condutor;Ileso;36;Masculino
60856;600930;1340344;SP;1073642;Automóvel;CHEVROLET/ONIX 1.4MT LT;Condutor;Ileso;68;Masculino
60857;600930;1340351;SP;1073643;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;25;Feminino
60894;600947;1340575;SP;1073800;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Graves;28;Masculino
60916;600957;1340471;SP;1073714;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
60966;600978;1340562;SP;1073789;Automóvel;NISSAN/VERSA 10;Condutor;Lesões Leves;26;Masculino
60967;600978;1340561;SP;1073788;Ônibus;M.BENZ/INDUSCAR APACHE U;Condutor;Ileso;36;Masculino
60984;600986;1340581;SP;1073804;Caminhão;VW/24.220 EURO3 WORKER;Condutor;Ileso;48;Masculino
60985;600986;1340582;SP;1073805;Ônibus;M.BENZ/INDUSCAR APACHE U;Condutor;Ileso;55;Masculino
61007;600997;1340743;SP;1073945;Caminhonete;I/TOYOTA HILUX CD4X4 SRV;Condutor;Ileso;57;Masculino
61008;600997;1340744;SP;1073951;Motoneta;HONDA/BIZ 125 ES;Condutor;Lesões Leves;52;Feminino
61010;600999;1340579;SP;1073803;Utilitário;JEEP/COMMANDER OVR TD380;Condutor;Ileso;42;Feminino
61011;600999;1340566;SP;1073791;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;27;Feminino
61040;601007;1341151;SP;1074309;Caminhonete;MMC/L200 TRITON 3.2 D;Condutor;Ileso;75;Masculino
61041;601007;1341152;SP;1074310;Motoneta;DAFRA/MAXSYM 400I;Condutor;Lesões Leves;56;Masculino
61047;601013;1340615;SP;1073828;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;40;Masculino
61048;601013;1340616;SP;1073829;Motocicleta;YAMAHA/XTZ250 LANDER LE;Condutor;Lesões Leves;34;Masculino
61071;601026;1340629;SP;1073836;Automóvel;VW/GOL 1.0 GIV;Condutor;Lesões Leves;42;Masculino
61072;601026;1340632;SP;1073838;Caminhão-trator;SCANIA/R500 A6X4;Condutor;Ileso;38;Masculino
61082;601030;1340620;SP;1073832;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;21;Masculino
61139;601062;1340700;SP;1073900;Caminhonete;IVECO/DAILY35S14 CS;Condutor;Ileso;34;Masculino
61140;601062;1340698;SP;1073894;Caminhão-trator;VOLVO/VM 310 4X2T;Condutor;Lesões Leves;53;Masculino
61141;601062;1340699;SP;1073899;Caminhão;M.BENZ/ATEGO 1719 CL;Condutor;Lesões Graves;52;Masculino
61303;601132;1340848;SP;1074049;Motocicleta;YAMAHA/FACTOR YBR125 K;Condutor;Lesões Graves;57;Masculino
61304;601132;1340886;SP;1074085;Motocicleta;HONDA/CG 160 TITAN;Condutor;Ileso;29;Masculino
61305;601132;1340888;SP;1074087;Automóvel;CHEV/ONIX PLUS 10MT LT2;Condutor;Ileso;43;Masculino
61306;601133;1340890;SP;1074091;Automóvel;I/CHERY FACE 1.3;Condutor;Lesões Leves;70;Masculino
61315;601139;1340863;SP;1074069;Micro-ônibus;IVECO/DAILY45170VREV BUS;Condutor;Lesões Leves;66;Masculino
61356;601160;1340933;SP;1074120;Motocicleta;YAMAHA/FZ25 FAZER LE;Condutor;Lesões Leves;27;Masculino
61367;601163;1341154;SP;1074313;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;32;Masculino
61368;601163;1341811;SP;1074813;Caminhonete;IVECO/DAILY 35S14HDCS;Condutor;Ileso;50;Feminino
61466;601210;1341123;SP;1074286;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;20;Feminino
61483;601221;1341229;SP;1074358;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;21;Masculino
61513;601234;1341072;SP;1074243;Automóvel;GM/CELTA 2P LIFE;Condutor;Ileso;43;Masculino
61515;601234;1341069;SP;1074242;Automóvel;I/VW JETTA GLI;Condutor;Ileso;22;Masculino
61529;601242;1341105;SP;1074265;Motocicleta;JTZ/CHOPPER RL;Condutor;Lesões Graves;36;Masculino
61530;601242;1341104;SP;1074266;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
61534;601247;1341138;SP;1074296;Automóvel;TOYOTA/COROLLA GLI18 CVT;Condutor;Ileso;34;Masculino
61535;601247;1341139;SP;1074297;Motocicleta;HONDA/CB 300R;Condutor;Lesões Graves;34;Masculino
61575;601268;1346986;SP;1079081;Caminhão;VW/13.180 DRC 6X2;Condutor;Ileso;44;Masculino
61576;601268;1346987;SP;1079082;Automóvel;FIAT/SIENA EL 1.0 FLEX;Condutor;Lesões Leves;42;Feminino
61577;601270;1342309;SP;1075204;Motocicleta;HONDA/CB 300R;Condutor;Lesões Graves;23;Masculino
61578;601270;1342313;SP;1075208;Automóvel;FIAT/ARGO 1.0;Condutor;Ileso;31;Masculino
61649;601292;1341256;SP;1074382;Caminhão;VW/24.330 CRC 6X2;Condutor;Ileso;43;Masculino
61651;601292;1341254;SP;1074383;Motocicleta;YAMAHA/XTZ 250X;Condutor;Lesões Graves;48;Masculino
61663;601296;1341274;SP;1074396;Motocicleta;YAMAHA/XTZ250 LANDER;Condutor;Lesões Leves;20;Masculino
61687;601305;1341512;SP;1074585;Caminhão-trator;SCANIA/P94GA4X2NZ 310;Condutor;Lesões Leves;41;Masculino
61712;601317;1341806;SP;1074811;Caminhonete;FIAT/STRADA ADVENTURE;Condutor;Lesões Leves;48;Masculino
61733;601327;1341301;SP;1074419;Automóvel;FIAT/UNO VIVACE 1.0;Condutor;Ileso;58;Feminino
61734;601327;1341302;SP;1074418;Caminhonete;GM/CORSA ST;Condutor;Ileso;32;Masculino
61736;601327;1341303;SP;1074420;Camioneta;JEEP/RENEGADE SPORT AT;Condutor;Ileso;59;Masculino
61777;601350;1341355;SP;1074471;Caminhão;IVECO/TECTOR 240E25;Condutor;Lesões Leves;74;Masculino
61778;601350;1341353;SP;1074468;Caminhão-trator;SCANIA/T112 HS 4X2;Condutor;Ileso;80;Masculino
61794;601356;1341369;SP;1074480;Automóvel;RENAULT/DUSTER 16 D CVT;Condutor;Ileso;60;Feminino
61796;601356;1341371;SP;1074481;Automóvel;CHEV/PRISMA 1.4AT LTZ;Condutor;Ileso;59;Masculino
61827;601371;1341447;SP;1074534;Automóvel;RENAULT/SANDERO EXP1016V;Condutor;Ileso;31;Feminino
61830;601371;1341446;SP;1074535;Automóvel;CHEVROLET/CELTA 1.0L LS;Condutor;Ileso;36;Feminino
61833;601375;1341418;SP;1074513;Motocicleta;HONDA/CG 160 CARGO;Condutor;Lesões Leves;23;Masculino
61881;601398;1341514;SP;1074596;Motocicleta;YAMAHA/FAZER YS250;Condutor;Lesões Leves;42;Masculino
61912;601410;1341484;SP;1074565;Utilitário;I/TOYOTA HILUX SWSRXA4FD;Condutor;Ileso;44;Masculino
61913;601410;1341485;SP;1074566;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;39;Feminino
61919;601417;1341574;SP;1074647;Caminhão;M.BENZ/L 1513;Condutor;Lesões Leves;59;Masculino
61923;601419;1341612;SP;1074672;Caminhonete;I/VW AMAROK V6 EXTREME;Condutor;Ileso;59;Masculino
61924;601419;1341614;SP;1074673;Automóvel;HYUNDAI/CRETA 16A ACTION;Condutor;Ileso;30;Masculino
61996;601453;1341643;SP;1074698;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
62009;601457;1341642;SP;1074695;Camioneta;JEEP/RENEGADE SPT T270;Condutor;Ileso;30;Masculino
62010;601457;1341640;SP;1074697;Automóvel;CHEV/PRISMA 1.4MT LT;Condutor;Ileso;48;Masculino
62011;601457;1341641;SP;1074696;Automóvel;I/NISSAN SENTRA 20S FLEX;Condutor;Ileso;38;Masculino
62026;601465;1341685;SP;1074730;Camioneta;FORD/ECOSPORT FSL1.6FLEX;Condutor;Não Informado;41;Não Informado
62033;601471;1341649;SP;1074703;Caminhão;M.BENZ/709;Condutor;Ileso;28;Masculino
62035;601471;1341652;SP;1074705;Caminhonete;RENAULT/DUSTER 16 4X2;Condutor;Não Informado;41;Não Informado
62069;601489;1341663;SP;1074714;Automóvel;GM/ZAFIRA COMFORT;Condutor;Ileso;60;Masculino
62071;601489;1341664;SP;1074715;Automóvel;GM/KADETT GS;Condutor;Ileso;40;Masculino
62078;601494;1341693;SP;1074734;Automóvel;FIAT/UNO MILLE SMART;Condutor;Ileso;19;Masculino
62123;601520;1341770;SP;1074788;Automóvel;HONDA/FIT DX FLEX;Condutor;Não Informado;41;Não Informado
62167;601547;1342263;SP;1075167;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;24;Masculino
62168;601547;1342264;SP;1075171;Automóvel;I/HYUNDAI AZERA 3.0 V6;Condutor;Lesões Leves;33;Masculino
62196;601562;1341898;SP;1074890;Caminhão-trator;VW/25.420 CTC 6X2;Condutor;Ileso;46;Masculino
62198;601562;1341894;SP;1074888;Automóvel;HONDA/HR-V EX CVT;Condutor;Ileso;38;Masculino
62199;601562;1341897;SP;1074889;Motocicleta;HONDA/XRE 300 ABS;Condutor;Lesões Leves;24;Masculino
62202;601565;1341819;SP;1074818;Motocicleta;HONDA/CB600F HORNET;Condutor;Lesões Leves;35;Masculino
62250;601591;1341866;SP;1074867;Motocicleta;JTA/SUZUKI BANDIT 1200S;Condutor;Lesões Leves;60;Masculino
62322;601625;1341953;SP;1074929;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;46;Masculino
62323;601625;1341946;SP;1074928;Automóvel;FORD/KA SE 1.0 HA;Condutor;Lesões Leves;37;Feminino
62362;601638;1342012;SP;1074971;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;44;Masculino
62378;601647;1342018;SP;1074982;Automóvel;VW/VIRTUS CL AD;Condutor;Ileso;31;Masculino
62380;601647;1342016;SP;1074978;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Graves;20;Masculino
62404;601656;1342088;SP;1075027;Automóvel;I/AUDI TT COUPE 230CV I;Condutor;Ileso;34;Masculino
62405;601656;1342090;SP;1075028;Motoneta;HONDA/PCX 150;Condutor;Lesões Leves;26;Masculino
62490;601697;1342209;SP;1075126;Automóvel;GM/ASTRA SEDAN;Condutor;Óbito;29;Masculino
62506;601702;1342126;SP;1075064;Automóvel;FIAT/STILO FLEX DUALOGIC;Condutor;Ileso;44;Masculino
62592;601747;1342286;SP;1075189;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;39;Masculino
62594;601747;1343971;SP;1076620;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
62597;601749;1342404;SP;1075283;Motocicleta;HONDA/CB 300R;Condutor;Lesões Leves;37;Masculino
62598;601749;1342402;SP;1075282;Automóvel;HONDA/FIT LX CVT;Condutor;Ileso;21;Feminino
62600;601750;1342593;SP;1075431;Caminhão-trator;M.BENZ/AXOR 2041 LS;Condutor;Ileso;31;Masculino
62601;601750;1344501;SP;1077075;Motocicleta;KAWASAKI/Z400;Condutor;Lesões Leves;43;Masculino
62708;601798;1342589;SP;1075425;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
62709;601798;1342578;SP;1075424;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Leves;58;Masculino
